transactionId,timestamp,amount,currency,transactionType,channel,senderAccount,receiverAccount,ip_address,location,velocity,failed_attempts,status,is_fraud
TXN101095,2025-12-07 19:31:07.790493,159990,USD,PAYMENT,ATM,AC83030383,AC10629020,172.31.131.248,Bangalore,3,1,PENDING,1
TXN101096,2025-12-29 09:40:07.790493,16072,USD,PAYMENT,MOBILE,AC62051763,AC61079437,192.168.109.148,Mumbai,0,0,SUCCESS,0
TXN101097,2025-12-17 05:45:07.790493,10508,EUR,TRANSFER,NETBANKING,AC30928665,AC20553865,192.168.162.206,Mumbai,3,3,PENDING,1
TXN101098,2025-12-29 12:25:07.790493,150677,INR,PAYMENT,MOBILE,AC45533890,AC10440217,192.168.214.242,Delhi,6,1,PENDING,1
TXN101099,2025-12-27 08:31:07.790493,137639,INR,WITHDRAW,MOBILE,AC13500162,AC22336522,172.27.180.81,Hyderabad,0,0,PENDING,1
TXN101100,2025-12-17 01:00:07.790493,151781,USD,TRANSFER,MOBILE,AC47168224,AC34275015,172.31.155.240,Mumbai,5,3,PENDING,1
TXN101101,2025-12-31 16:51:07.790493,199784,USD,PAYMENT,MOBILE,AC63861942,AC13560387,192.168.242.127,Hyderabad,4,4,PENDING,1
TXN101102,2025-12-24 18:32:07.790493,1097,USD,WITHDRAW,NETBANKING,AC64929506,AC61896991,192.168.135.153,Bangalore,4,0,PENDING,1
TXN101103,2025-12-24 23:55:07.790493,153724,EUR,WITHDRAW,ATM,AC58814187,AC78953716,172.26.136.98,Mumbai,3,1,PENDING,1
TXN101104,2026-01-01 04:42:07.790493,5160,USD,TRANSFER,NETBANKING,AC25016942,AC38780405,192.168.61.129,Hyderabad,0,1,SUCCESS,0
TXN101105,2025-12-15 06:18:07.790493,11492,USD,PAYMENT,MOBILE,AC62272371,AC41083008,192.168.59.9,Hyderabad,6,4,PENDING,1
TXN101106,2025-12-08 16:15:07.790493,3735,INR,TRANSFER,MOBILE,AC87582568,AC57699767,192.168.105.22,Delhi,6,1,PENDING,1
TXN101107,2025-12-21 11:52:07.790493,8452,EUR,PAYMENT,MOBILE,AC60762804,AC33126378,192.168.113.28,Delhi,6,4,PENDING,1
TXN101108,2025-12-20 11:17:07.790493,179333,USD,TRANSFER,NETBANKING,AC81614270,AC80921266,192.168.218.238,Hyderabad,6,1,PENDING,1
TXN101109,2025-12-22 07:19:07.790493,2701,INR,WITHDRAW,CARD,AC69095155,AC39949342,192.168.239.48,Hyderabad,4,3,PENDING,1
TXN101110,2025-12-28 01:26:07.790493,765,INR,TRANSFER,CARD,AC95858299,AC89890639,192.168.45.233,Mumbai,6,3,PENDING,1
TXN101111,2025-12-27 21:57:07.790493,128013,USD,TRANSFER,MOBILE,AC62644235,AC13182729,192.168.90.175,Delhi,3,0,PENDING,1
TXN101112,2025-12-11 22:27:07.790493,3137,INR,PAYMENT,CARD,AC83777085,AC49357199,172.19.149.72,Mumbai,5,4,PENDING,1
TXN101113,2026-01-02 02:01:07.790493,3629,INR,PAYMENT,NETBANKING,AC56677337,AC18584945,192.168.10.90,Hyderabad,5,2,PENDING,1
TXN101114,2025-12-14 22:18:07.790493,399,EUR,WITHDRAW,MOBILE,AC87729254,AC70989799,192.168.182.51,Mumbai,6,3,PENDING,1
TXN101115,2025-12-28 03:20:07.790493,4722,INR,TRANSFER,MOBILE,AC63253743,AC16843626,192.168.184.27,Mumbai,4,3,PENDING,1
TXN101116,2025-12-28 01:38:07.790493,16938,INR,PAYMENT,NETBANKING,AC24516181,AC77557702,192.168.67.17,Bangalore,3,3,PENDING,1
TXN101117,2025-12-19 04:27:07.790493,15290,USD,WITHDRAW,ATM,AC38841127,AC79879590,192.168.193.184,Bangalore,6,1,PENDING,1
TXN101118,2025-12-20 14:36:07.790493,131070,USD,TRANSFER,CARD,AC38479520,AC72137700,192.168.37.134,Mumbai,4,2,PENDING,1
TXN101119,2025-12-07 02:56:07.790493,9031,USD,TRANSFER,NETBANKING,AC40522286,AC42926867,192.168.63.123,Mumbai,6,4,PENDING,1
TXN101120,2026-01-03 03:51:07.790493,175555,EUR,TRANSFER,CARD,AC55026454,AC58458945,172.27.47.202,Delhi,3,0,PENDING,1
TXN101121,2025-12-31 15:52:07.790493,16564,EUR,TRANSFER,NETBANKING,AC45894566,AC77767512,192.168.231.41,Delhi,4,4,PENDING,1
TXN101122,2025-12-23 03:30:07.790493,2642,USD,PAYMENT,NETBANKING,AC41329833,AC68704381,172.16.128.207,Delhi,5,4,PENDING,1
TXN101123,2025-12-28 04:24:07.790493,3567,INR,TRANSFER,CARD,AC29492282,AC85053733,192.168.252.181,Mumbai,0,2,PENDING,1
TXN101124,2025-12-23 00:08:07.790493,2220,INR,TRANSFER,MOBILE,AC16046858,AC48205926,192.168.82.231,Bangalore,6,1,PENDING,1
TXN101125,2025-12-12 19:06:07.790493,101623,INR,WITHDRAW,CARD,AC58795171,AC12462406,192.168.107.153,Hyderabad,4,4,PENDING,1
TXN101126,2025-12-07 19:42:07.790493,19170,INR,TRANSFER,NETBANKING,AC24988426,AC33484924,192.168.243.176,Bangalore,5,2,PENDING,1
TXN101127,2025-12-10 05:42:07.790493,19390,EUR,TRANSFER,NETBANKING,AC54169649,AC54277278,192.168.72.142,Mumbai,4,2,PENDING,1
TXN101128,2025-12-12 20:39:07.790493,1997,EUR,WITHDRAW,CARD,AC50371576,AC73449422,172.28.110.245,Hyderabad,3,2,PENDING,1
TXN101129,2025-12-20 23:03:07.790493,262,USD,PAYMENT,CARD,AC42300183,AC55754114,192.168.254.208,Delhi,3,0,SUCCESS,0
TXN101130,2025-12-23 14:47:07.790493,121357,EUR,WITHDRAW,CARD,AC25660648,AC24574869,192.168.106.184,Hyderabad,5,0,PENDING,1
TXN101131,2025-12-05 10:59:07.790493,195753,EUR,WITHDRAW,CARD,AC19496072,AC27312829,192.168.54.156,Mumbai,6,2,PENDING,1
TXN101132,2025-12-31 14:49:07.790493,927,EUR,TRANSFER,MOBILE,AC61464699,AC37837622,192.168.17.204,Hyderabad,1,2,PENDING,1
TXN101133,2025-12-14 17:24:07.790493,12458,EUR,WITHDRAW,CARD,AC75201320,AC23000302,192.168.44.250,Mumbai,2,3,PENDING,1
TXN101134,2025-12-16 15:42:07.790493,4745,EUR,WITHDRAW,MOBILE,AC91578782,AC49338042,172.26.178.3,Delhi,6,4,PENDING,1
TXN101135,2025-12-24 12:02:07.790493,8455,INR,TRANSFER,ATM,AC69883713,AC10966374,192.168.251.134,Mumbai,4,0,PENDING,1
TXN101136,2025-12-30 08:42:07.790493,152813,INR,TRANSFER,ATM,AC41391118,AC98473741,192.168.185.124,Delhi,2,2,PENDING,1
TXN101137,2026-01-01 18:17:07.790493,124112,USD,WITHDRAW,MOBILE,AC30170894,AC38587137,192.168.207.4,Mumbai,5,1,PENDING,1
TXN101138,2025-12-14 15:20:07.790493,13826,INR,TRANSFER,NETBANKING,AC83493947,AC91887505,192.168.66.126,Hyderabad,0,0,SUCCESS,0
TXN101139,2025-12-18 13:09:07.790493,2439,EUR,PAYMENT,NETBANKING,AC71512119,AC99027676,192.168.202.210,Mumbai,6,3,PENDING,1
TXN101140,2025-12-27 00:06:07.790493,1934,EUR,PAYMENT,MOBILE,AC68925842,AC66093583,192.168.33.223,Delhi,3,1,SUCCESS,0
TXN101141,2025-12-18 21:12:07.790493,175744,USD,TRANSFER,CARD,AC88475703,AC35715714,172.28.188.18,Hyderabad,1,1,PENDING,1
TXN101142,2025-12-11 21:56:07.790493,79203,EUR,PAYMENT,ATM,AC39229556,AC83607938,192.168.74.3,Mumbai,0,2,PENDING,1
TXN101143,2025-12-10 06:42:07.790493,15820,INR,TRANSFER,NETBANKING,AC24525911,AC27664192,172.19.107.134,Mumbai,2,2,PENDING,1
TXN101144,2025-12-19 09:12:07.790493,1865,INR,WITHDRAW,ATM,AC17040501,AC71261968,192.168.122.63,Hyderabad,6,3,PENDING,1
TXN101145,2026-01-02 17:44:07.790493,440,USD,WITHDRAW,CARD,AC22939789,AC59238291,172.31.114.194,Mumbai,3,2,PENDING,1
TXN101146,2025-12-13 05:24:07.790493,51718,EUR,TRANSFER,MOBILE,AC86387270,AC42738381,192.168.3.227,Mumbai,4,2,PENDING,1
TXN101147,2025-12-23 11:17:07.790493,125183,USD,WITHDRAW,CARD,AC21143197,AC66192720,192.168.201.20,Delhi,0,0,PENDING,1
TXN101148,2025-12-08 10:55:07.790493,4083,USD,TRANSFER,CARD,AC86290246,AC34759831,192.168.54.100,Delhi,6,0,PENDING,1
TXN101149,2026-01-02 00:09:07.790493,9170,USD,TRANSFER,ATM,AC56325617,AC21168930,192.168.17.14,Hyderabad,0,1,SUCCESS,0
TXN101150,2025-12-13 16:03:07.790493,7131,INR,PAYMENT,CARD,AC25424820,AC38305538,192.168.166.98,Bangalore,2,3,PENDING,1
TXN101151,2025-12-07 06:32:07.790493,181986,INR,PAYMENT,ATM,AC85267218,AC21825287,172.19.73.106,Mumbai,6,1,PENDING,1
TXN101152,2025-12-05 23:47:07.790493,138649,USD,PAYMENT,NETBANKING,AC17772385,AC64300361,192.168.252.242,Bangalore,5,2,PENDING,1
TXN101153,2025-12-15 03:04:07.790493,163905,USD,TRANSFER,ATM,AC14320424,AC29338184,172.23.31.135,Mumbai,6,0,PENDING,1
TXN101154,2025-12-21 19:39:07.790493,729,USD,PAYMENT,ATM,AC29513160,AC89470986,192.168.215.223,Delhi,0,0,SUCCESS,0
TXN101155,2025-12-11 11:32:07.790493,17579,USD,TRANSFER,ATM,AC14855994,AC18797566,192.168.62.62,Hyderabad,4,3,PENDING,1
TXN101156,2025-12-22 11:36:07.790493,18348,INR,TRANSFER,MOBILE,AC53041323,AC53310452,192.168.82.114,Mumbai,3,2,PENDING,1
TXN101157,2025-12-18 05:25:07.790493,177,INR,PAYMENT,MOBILE,AC72599943,AC21678702,192.168.28.178,Delhi,3,0,SUCCESS,0
TXN101158,2025-12-09 04:22:07.790493,165285,EUR,PAYMENT,ATM,AC85364106,AC41957959,192.168.252.21,Delhi,1,0,PENDING,1
TXN101159,2026-01-02 16:25:07.790493,4568,INR,TRANSFER,NETBANKING,AC61474981,AC33023388,192.168.221.230,Bangalore,2,4,PENDING,1
TXN101160,2025-12-17 19:11:07.790493,153989,INR,TRANSFER,ATM,AC54967462,AC61873763,192.168.178.150,Bangalore,5,4,PENDING,1
TXN101161,2025-12-10 11:47:07.790493,3538,USD,TRANSFER,CARD,AC88185424,AC65208912,192.168.213.61,Delhi,3,4,PENDING,1
TXN101162,2025-12-16 23:25:07.790493,12671,USD,PAYMENT,ATM,AC40551894,AC70693809,172.21.227.51,Bangalore,5,4,PENDING,1
TXN101163,2025-12-11 05:35:07.790493,3859,EUR,WITHDRAW,CARD,AC46538198,AC57983924,192.168.126.54,Bangalore,3,1,SUCCESS,0
TXN101164,2025-12-08 21:56:07.790493,189707,EUR,TRANSFER,CARD,AC35544822,AC59580756,192.168.25.101,Bangalore,2,4,PENDING,1
TXN101165,2025-12-28 14:18:07.790493,3104,EUR,WITHDRAW,ATM,AC65877406,AC25305902,192.168.64.43,Hyderabad,2,0,SUCCESS,0
TXN101166,2025-12-22 07:54:07.790493,52631,EUR,WITHDRAW,ATM,AC38353587,AC19571981,192.168.176.115,Bangalore,3,1,PENDING,1
TXN101167,2025-12-23 16:54:07.790493,8713,INR,TRANSFER,ATM,AC34348333,AC99706101,172.16.141.194,Bangalore,4,1,PENDING,1
TXN101168,2025-12-07 04:43:07.790493,66585,EUR,PAYMENT,ATM,AC79767920,AC54777655,192.168.236.206,Hyderabad,5,1,PENDING,1
TXN101169,2026-01-03 06:06:07.790493,115301,USD,WITHDRAW,NETBANKING,AC89117931,AC34851789,192.168.126.96,Mumbai,1,4,PENDING,1
TXN101170,2025-12-17 20:14:07.790493,101864,EUR,WITHDRAW,CARD,AC21046577,AC87843404,172.20.243.8,Bangalore,2,0,PENDING,1
TXN101171,2025-12-28 10:37:07.790493,3984,USD,WITHDRAW,CARD,AC26966429,AC69088302,192.168.180.252,Bangalore,5,4,PENDING,1
TXN101172,2025-12-17 12:54:07.790493,9306,USD,PAYMENT,NETBANKING,AC12991057,AC56138555,192.168.227.95,Bangalore,3,4,PENDING,1
TXN101173,2025-12-09 02:24:07.790493,166437,INR,WITHDRAW,ATM,AC36651956,AC83010104,172.24.217.125,Hyderabad,0,3,PENDING,1
TXN101174,2025-12-30 20:37:07.790493,6837,INR,WITHDRAW,CARD,AC95369170,AC37086223,192.168.244.68,Mumbai,2,1,SUCCESS,0
TXN101175,2025-12-19 07:48:07.790493,106421,USD,PAYMENT,MOBILE,AC95128303,AC64727190,172.31.154.246,Hyderabad,6,3,PENDING,1
TXN101176,2025-12-06 06:28:07.790493,3018,USD,WITHDRAW,NETBANKING,AC68392740,AC90527434,172.29.130.182,Mumbai,6,1,PENDING,1
TXN101177,2025-12-11 16:46:07.790493,4340,USD,WITHDRAW,MOBILE,AC67846894,AC53019050,192.168.6.67,Mumbai,3,0,SUCCESS,0
TXN101178,2025-12-30 18:06:07.790493,51003,INR,PAYMENT,MOBILE,AC47132663,AC40841837,172.24.142.177,Hyderabad,5,2,PENDING,1
TXN101179,2025-12-10 22:04:07.790493,80384,USD,WITHDRAW,MOBILE,AC39213627,AC47890334,192.168.57.47,Hyderabad,2,2,PENDING,1
TXN101180,2025-12-14 16:30:07.790493,2228,INR,WITHDRAW,NETBANKING,AC38571926,AC22687056,192.168.201.29,Mumbai,6,4,PENDING,1
TXN101181,2025-12-29 21:08:07.790493,67273,USD,WITHDRAW,ATM,AC79308697,AC90397183,192.168.234.210,Delhi,0,4,PENDING,1
TXN101182,2025-12-19 17:34:07.790493,12803,USD,TRANSFER,NETBANKING,AC16046529,AC24487038,192.168.225.183,Delhi,0,4,PENDING,1
TXN101183,2025-12-16 14:40:07.790493,1452,INR,WITHDRAW,NETBANKING,AC91783365,AC34868062,192.168.235.204,Hyderabad,3,4,PENDING,1
TXN101184,2025-12-20 09:40:07.790493,7580,INR,TRANSFER,MOBILE,AC58682421,AC23231584,192.168.104.64,Mumbai,5,0,PENDING,1
TXN101185,2025-12-24 04:27:07.790493,2366,INR,WITHDRAW,NETBANKING,AC86843293,AC53199877,192.168.229.2,Hyderabad,4,4,PENDING,1
TXN101186,2025-12-18 08:15:07.790493,3388,EUR,WITHDRAW,NETBANKING,AC30111646,AC83239621,192.168.13.201,Mumbai,0,2,PENDING,1
TXN101187,2025-12-27 14:58:07.790493,128360,EUR,TRANSFER,ATM,AC79016260,AC49582969,192.168.218.3,Mumbai,4,4,PENDING,1
TXN101188,2025-12-29 21:27:07.790493,10457,EUR,WITHDRAW,NETBANKING,AC66412855,AC77446849,192.168.92.234,Hyderabad,5,2,PENDING,1
TXN101189,2026-01-03 09:07:07.790493,155797,USD,PAYMENT,ATM,AC19874689,AC82888737,192.168.170.10,Bangalore,5,4,PENDING,1
TXN101190,2025-12-17 14:05:07.790493,59281,EUR,TRANSFER,NETBANKING,AC68180079,AC85882670,192.168.154.223,Delhi,4,4,PENDING,1
TXN101191,2025-12-21 14:46:07.790493,966,INR,WITHDRAW,NETBANKING,AC35282285,AC78729955,192.168.157.147,Bangalore,6,0,PENDING,1
TXN101192,2025-12-27 04:17:07.790493,14877,EUR,WITHDRAW,ATM,AC38439217,AC96354728,192.168.162.202,Hyderabad,0,1,SUCCESS,0
TXN101193,2025-12-23 06:48:07.790493,10870,USD,TRANSFER,CARD,AC13176565,AC45223987,172.25.107.141,Bangalore,0,4,PENDING,1
TXN101194,2025-12-07 07:17:07.790493,16335,INR,PAYMENT,ATM,AC21934064,AC49005782,192.168.191.46,Hyderabad,0,1,SUCCESS,0
TXN101195,2025-12-26 03:49:07.790493,184267,INR,PAYMENT,MOBILE,AC62464293,AC16417343,192.168.194.49,Mumbai,6,2,PENDING,1
TXN101196,2025-12-12 22:56:07.790493,116000,INR,PAYMENT,ATM,AC27567384,AC44422455,192.168.142.118,Bangalore,4,0,PENDING,1
TXN101197,2025-12-27 13:04:07.790493,183263,INR,WITHDRAW,ATM,AC29497847,AC90298422,192.168.194.103,Hyderabad,4,3,PENDING,1
TXN101198,2025-12-08 01:05:07.790493,9753,EUR,TRANSFER,MOBILE,AC86845136,AC21118018,192.168.113.44,Hyderabad,1,3,PENDING,1
TXN101199,2025-12-17 18:38:07.790493,9916,USD,TRANSFER,CARD,AC98935229,AC59357088,192.168.24.44,Bangalore,3,4,PENDING,1
TXN101200,2025-12-07 18:24:07.790493,3869,INR,TRANSFER,ATM,AC58952353,AC68280482,192.168.133.93,Hyderabad,1,2,PENDING,1
TXN101201,2025-12-17 18:36:07.790493,67741,EUR,TRANSFER,MOBILE,AC88155237,AC87513043,172.28.113.184,Delhi,0,3,PENDING,1
TXN101202,2025-12-19 23:32:07.790493,3766,USD,WITHDRAW,MOBILE,AC47114370,AC33679582,192.168.118.102,Delhi,5,0,PENDING,1
TXN101203,2025-12-06 09:18:07.790493,7324,EUR,WITHDRAW,NETBANKING,AC88853298,AC43829877,192.168.112.0,Bangalore,5,4,PENDING,1
TXN101204,2025-12-04 21:29:07.790493,10956,INR,PAYMENT,CARD,AC24768543,AC58227512,192.168.7.123,Mumbai,2,4,PENDING,1
TXN101205,2025-12-27 14:51:07.790493,10661,INR,PAYMENT,ATM,AC59847585,AC63665355,192.168.27.139,Hyderabad,1,1,SUCCESS,0
TXN101206,2025-12-17 07:16:07.790493,4861,EUR,PAYMENT,ATM,AC32084082,AC47184711,192.168.63.58,Bangalore,4,1,PENDING,1
TXN101207,2025-12-10 19:51:07.790493,238,USD,WITHDRAW,NETBANKING,AC99990414,AC27316209,192.168.191.156,Hyderabad,3,0,SUCCESS,0
TXN101208,2025-12-08 07:27:07.790493,110705,INR,PAYMENT,MOBILE,AC94381237,AC44848571,172.19.216.164,Bangalore,3,0,PENDING,1
TXN101209,2025-12-14 07:51:07.790493,3665,INR,PAYMENT,MOBILE,AC42107212,AC18610656,192.168.162.244,Bangalore,1,1,SUCCESS,0
TXN101210,2025-12-13 16:38:07.790493,3067,INR,TRANSFER,ATM,AC52697640,AC57007316,192.168.29.144,Mumbai,5,0,PENDING,1
TXN101211,2025-12-08 03:52:07.790493,6193,INR,PAYMENT,ATM,AC42645735,AC41884760,172.27.32.197,Bangalore,4,3,PENDING,1
TXN101212,2025-12-24 02:06:07.790493,905,INR,PAYMENT,MOBILE,AC33007643,AC14689158,192.168.56.64,Hyderabad,1,1,SUCCESS,0
TXN101213,2025-12-14 19:11:07.790493,14096,INR,WITHDRAW,NETBANKING,AC82280435,AC53869789,192.168.143.65,Bangalore,1,0,SUCCESS,0
TXN101214,2025-12-23 17:06:07.790493,103975,INR,WITHDRAW,NETBANKING,AC53309900,AC86886173,192.168.164.32,Delhi,1,4,PENDING,1
TXN101215,2025-12-06 18:18:07.790493,79694,INR,WITHDRAW,CARD,AC43095858,AC98011421,172.23.15.83,Mumbai,2,0,PENDING,1
TXN101216,2025-12-13 03:13:07.790493,2870,INR,PAYMENT,MOBILE,AC19271489,AC74405189,192.168.6.249,Mumbai,5,0,PENDING,1
TXN101217,2025-12-23 18:07:07.790493,1683,EUR,PAYMENT,ATM,AC60843497,AC86041241,192.168.52.106,Bangalore,3,1,SUCCESS,0
TXN101218,2025-12-28 02:35:07.790493,4772,INR,TRANSFER,ATM,AC22891175,AC17096452,192.168.84.128,Hyderabad,1,3,PENDING,1
TXN101219,2026-01-03 02:28:07.790493,1912,EUR,TRANSFER,MOBILE,AC31389918,AC11284586,192.168.252.240,Delhi,0,1,SUCCESS,0
TXN101220,2025-12-28 21:16:07.790493,60387,USD,PAYMENT,MOBILE,AC32046243,AC85658345,192.168.131.33,Delhi,1,4,PENDING,1
TXN101221,2025-12-23 19:00:07.790493,358,INR,WITHDRAW,CARD,AC50713844,AC80212580,192.168.111.212,Hyderabad,5,2,PENDING,1
TXN101222,2025-12-26 20:25:07.790493,2568,EUR,TRANSFER,ATM,AC71044988,AC79401540,192.168.104.196,Mumbai,3,2,PENDING,1
TXN101223,2025-12-28 11:04:07.790493,5446,EUR,PAYMENT,NETBANKING,AC12741367,AC74123632,192.168.193.181,Delhi,6,1,PENDING,1
TXN101224,2025-12-20 17:28:07.790493,12116,INR,TRANSFER,CARD,AC31572551,AC80966329,172.16.112.209,Delhi,5,3,PENDING,1
TXN101225,2025-12-22 22:35:07.790493,191680,EUR,PAYMENT,MOBILE,AC43221993,AC58772815,172.23.164.173,Hyderabad,5,0,PENDING,1
TXN101226,2025-12-26 19:49:07.790493,1561,USD,TRANSFER,NETBANKING,AC24221228,AC83218227,192.168.206.33,Mumbai,6,3,PENDING,1
TXN101227,2026-01-02 09:33:07.790493,13875,USD,WITHDRAW,MOBILE,AC76244800,AC20725430,192.168.238.183,Delhi,5,3,PENDING,1
TXN101228,2026-01-03 07:40:07.790493,19763,USD,TRANSFER,CARD,AC52789007,AC58633796,192.168.167.177,Delhi,3,4,PENDING,1
TXN101229,2025-12-08 08:34:07.790493,5547,EUR,TRANSFER,NETBANKING,AC67637847,AC52850189,192.168.105.88,Delhi,3,3,PENDING,1
TXN101230,2026-01-03 07:58:07.790493,13013,INR,PAYMENT,NETBANKING,AC31612601,AC66496462,192.168.100.121,Bangalore,5,3,PENDING,1
TXN101231,2025-12-24 18:01:07.790493,3005,INR,TRANSFER,NETBANKING,AC91822525,AC16729056,192.168.250.128,Mumbai,3,3,PENDING,1
TXN101232,2025-12-19 06:48:07.790493,12066,USD,WITHDRAW,NETBANKING,AC59157840,AC78324755,192.168.119.150,Delhi,4,2,PENDING,1
TXN101233,2025-12-20 01:51:07.790493,4870,EUR,PAYMENT,ATM,AC17482246,AC85430784,192.168.113.29,Hyderabad,6,2,PENDING,1
TXN101234,2025-12-17 14:15:07.790493,7531,USD,WITHDRAW,ATM,AC38611969,AC13108179,172.21.124.170,Hyderabad,0,1,PENDING,1
TXN101235,2025-12-21 13:57:07.790493,816,INR,TRANSFER,CARD,AC11574391,AC72152415,192.168.241.55,Hyderabad,1,2,PENDING,1
TXN101236,2025-12-11 16:55:07.790493,1785,INR,PAYMENT,NETBANKING,AC41278200,AC59062384,192.168.78.184,Hyderabad,6,4,PENDING,1
TXN101237,2025-12-17 03:11:07.790493,155838,INR,PAYMENT,NETBANKING,AC86509210,AC82052093,192.168.145.220,Mumbai,6,1,PENDING,1
TXN101238,2025-12-05 16:45:07.790493,6852,EUR,WITHDRAW,NETBANKING,AC79889638,AC20505529,192.168.11.4,Hyderabad,0,4,PENDING,1
TXN101239,2025-12-31 17:46:07.790493,196347,EUR,WITHDRAW,ATM,AC94015959,AC52336548,172.22.10.243,Mumbai,3,4,PENDING,1
TXN101240,2025-12-16 14:56:07.790493,18566,INR,TRANSFER,NETBANKING,AC97429533,AC38002419,192.168.181.188,Delhi,3,4,PENDING,1
TXN101241,2025-12-05 00:24:07.790493,18445,INR,PAYMENT,CARD,AC25342233,AC45991123,172.17.31.241,Delhi,2,1,PENDING,1
TXN101242,2025-12-17 22:16:07.790493,1890,USD,PAYMENT,MOBILE,AC20309212,AC18524793,192.168.68.194,Hyderabad,0,4,PENDING,1
TXN101243,2025-12-15 22:01:07.790493,88356,USD,PAYMENT,MOBILE,AC44833998,AC41021367,192.168.173.203,Bangalore,4,0,PENDING,1
TXN101244,2025-12-24 19:51:07.790493,4670,INR,WITHDRAW,MOBILE,AC40918720,AC19856590,192.168.62.75,Delhi,2,2,PENDING,1
TXN101245,2025-12-06 17:36:07.790493,11440,INR,TRANSFER,CARD,AC72055647,AC61241579,192.168.91.207,Mumbai,6,0,PENDING,1
TXN101246,2025-12-06 06:14:07.790493,4883,USD,PAYMENT,ATM,AC33036518,AC94567520,192.168.58.120,Delhi,4,4,PENDING,1
TXN101247,2025-12-05 18:46:07.790493,5213,USD,PAYMENT,CARD,AC30431982,AC97887844,192.168.52.148,Hyderabad,0,2,PENDING,1
TXN101248,2025-12-30 04:12:07.790493,139494,INR,WITHDRAW,CARD,AC90535710,AC81876991,192.168.115.21,Mumbai,5,1,PENDING,1
TXN101249,2025-12-07 18:58:07.790493,185734,INR,TRANSFER,CARD,AC42816696,AC94715198,192.168.123.68,Delhi,2,3,PENDING,1
TXN101250,2025-12-09 23:41:07.790493,17638,INR,PAYMENT,MOBILE,AC93363748,AC14027666,192.168.14.89,Hyderabad,1,3,PENDING,1
TXN101251,2025-12-13 14:37:07.790493,881,INR,PAYMENT,MOBILE,AC63117209,AC23472377,192.168.39.32,Delhi,4,4,PENDING,1
TXN101252,2025-12-05 09:39:07.790493,7082,INR,TRANSFER,NETBANKING,AC71645004,AC82840853,192.168.79.39,Delhi,2,3,PENDING,1
TXN101253,2025-12-14 08:55:07.790493,2889,INR,TRANSFER,NETBANKING,AC99777214,AC58903750,192.168.165.79,Delhi,0,2,PENDING,1
TXN101254,2026-01-01 05:50:07.790493,526,INR,TRANSFER,CARD,AC76602251,AC97054099,192.168.230.210,Bangalore,5,3,PENDING,1
TXN101255,2025-12-11 02:28:07.790493,7780,INR,PAYMENT,ATM,AC12527894,AC83389213,192.168.225.186,Bangalore,6,1,PENDING,1
TXN101256,2025-12-12 20:07:07.790493,17010,USD,PAYMENT,CARD,AC72080886,AC83158105,172.21.69.185,Hyderabad,6,3,PENDING,1
TXN101257,2026-01-02 06:54:07.790493,52582,INR,TRANSFER,NETBANKING,AC24559362,AC96208213,192.168.5.82,Bangalore,1,3,PENDING,1
TXN101258,2025-12-28 14:19:07.790493,8282,EUR,PAYMENT,ATM,AC33066086,AC31433638,192.168.32.205,Mumbai,5,2,PENDING,1
TXN101259,2025-12-18 07:42:07.790493,71837,EUR,TRANSFER,CARD,AC77635453,AC85426313,192.168.2.188,Hyderabad,6,4,PENDING,1
TXN101260,2025-12-18 22:05:07.790493,801,INR,TRANSFER,NETBANKING,AC47409321,AC64083680,192.168.89.69,Mumbai,0,0,SUCCESS,0
TXN101261,2025-12-16 21:06:07.790493,2954,INR,PAYMENT,CARD,AC12746110,AC77580498,192.168.18.200,Bangalore,2,3,PENDING,1
TXN101262,2025-12-28 08:26:07.790493,14608,EUR,PAYMENT,CARD,AC73755257,AC29947263,192.168.171.241,Delhi,1,1,SUCCESS,0
TXN101263,2025-12-15 05:47:07.790493,5946,EUR,TRANSFER,NETBANKING,AC53776982,AC97230286,192.168.154.78,Delhi,4,2,PENDING,1
TXN101264,2025-12-10 07:13:07.790493,93786,EUR,PAYMENT,ATM,AC16276907,AC91456483,192.168.169.175,Mumbai,4,4,PENDING,1
TXN101265,2025-12-29 01:08:07.790493,139935,EUR,PAYMENT,CARD,AC58474770,AC50635586,172.18.21.125,Hyderabad,3,2,PENDING,1
TXN101266,2025-12-14 09:17:07.790493,182064,INR,PAYMENT,ATM,AC17907292,AC48316523,192.168.252.209,Delhi,6,2,PENDING,1
TXN101267,2025-12-30 19:50:07.790493,7153,INR,WITHDRAW,CARD,AC19279829,AC99357188,192.168.202.129,Delhi,4,0,PENDING,1
TXN101268,2025-12-20 06:42:07.790493,67154,EUR,TRANSFER,MOBILE,AC92350216,AC12996672,172.26.43.209,Mumbai,5,0,PENDING,1
TXN101269,2025-12-21 04:42:07.790493,11773,INR,PAYMENT,NETBANKING,AC61257307,AC58980466,192.168.135.168,Bangalore,1,0,SUCCESS,0
TXN101270,2025-12-24 23:40:07.790493,10957,INR,PAYMENT,NETBANKING,AC54155642,AC59667929,192.168.207.155,Bangalore,6,1,PENDING,1
TXN101271,2025-12-30 05:37:07.790493,12490,USD,PAYMENT,NETBANKING,AC13049745,AC94496933,192.168.36.20,Mumbai,1,0,SUCCESS,0
TXN101272,2025-12-07 02:19:07.790493,215,USD,TRANSFER,MOBILE,AC32520173,AC34024834,192.168.211.16,Mumbai,3,3,PENDING,1
