transactionId,timestamp,currency,amount,senderAccount,receiverAccount,transactionType,channel,status,ipAddress,location
TXN17646827114166821,2025-11-06 22:32:31,EUR,40229.51,AC45160083,AC80358931,TRANSFER,MOBILE,PENDING,9.78.2.132,Mumbai
TXN17646827114161569,2025-11-17 00:01:31,GBP,89726.04,AC40461768,AC10499512,DEPOSIT,MOBILE,FAILED,254.216.183.46,Mumbai
TXN1764682711416283,2025-11-24 21:06:31,USD,87845.31,AC40041349,AC38231577,TRANSFER,ATM,FAILED,234.252.180.65,Hyderabad
TXN17646827114161493,2025-11-06 14:29:31,EUR,12460.78,AC57090751,AC57074498,PAYMENT,MOBILE,FAILED,8.85.110.58,Pune
TXN17646827114166661,2025-11-14 13:32:31,GBP,58721.62,AC10242433,AC66788839,WITHDRAW,ATM,SUCCESS,199.132.124.143,Hyderabad
TXN1764682711416100,2025-11-04 22:57:31,INR,62704.04,AC63809108,AC37663396,PAYMENT,NETBANKING,SUCCESS,166.35.245.54,Delhi
TXN17646827114161978,2025-11-15 15:52:31,GBP,68254.77,AC96545423,AC15855901,PAYMENT,MOBILE,SUCCESS,184.85.14.171,Chennai
TXN17646827114169914,2025-11-03 05:24:31,USD,82452.49,AC29633044,AC70759429,PAYMENT,MOBILE,PENDING,5.72.67.227,Mumbai
TXN17646827114162452,2025-11-16 22:58:31,USD,71777.74,AC30676963,AC73765507,WITHDRAW,CARD,FAILED,152.59.167.249,Hyderabad
TXN17646827114165118,2025-11-11 10:20:31,USD,25372.36,AC79065526,AC77513306,DEPOSIT,NETBANKING,FAILED,186.106.193.58,Mumbai
TXN17646827114164728,2025-11-07 00:35:31,EUR,62131.79,AC17749296,AC69715794,TRANSFER,ATM,PENDING,180.16.60.210,Pune
TXN17646827114169797,2025-11-17 07:00:31,GBP,15009.5,AC45376298,AC11914910,PAYMENT,CARD,SUCCESS,37.157.52.89,Delhi
TXN17646827114166511,2025-11-28 14:48:31,INR,68595.15,AC64618066,AC12365279,TRANSFER,NETBANKING,PENDING,119.52.159.110,Hyderabad
TXN17646827114165051,2025-11-18 21:18:31,INR,47653.27,AC67639972,AC81555228,PAYMENT,NETBANKING,FAILED,102.154.230.170,Chennai
TXN1764682711416306,2025-11-17 23:13:31,USD,83042.43,AC74074929,AC54997229,DEPOSIT,MOBILE,SUCCESS,151.170.40.164,Bangalore
TXN17646827114164676,2025-11-16 20:47:31,GBP,12069.39,AC32307189,AC14349501,TRANSFER,NETBANKING,FAILED,71.46.199.79,Delhi
TXN17646827114168060,2025-11-18 07:10:31,EUR,79779.37,AC29734717,AC54449544,TRANSFER,CARD,SUCCESS,77.196.89.125,Hyderabad
TXN17646827114168124,2025-12-01 14:32:31,EUR,52324.99,AC51389706,AC95521267,TRANSFER,NETBANKING,FAILED,102.77.224.84,Bangalore
TXN17646827114165524,2025-12-01 18:18:31,USD,80615.63,AC96047661,AC69757552,TRANSFER,MOBILE,PENDING,208.53.205.2,Delhi
TXN17646827114166382,2025-11-18 18:39:31,INR,61525.02,AC99969564,AC63957605,DEPOSIT,NETBANKING,SUCCESS,62.133.215.105,Pune
TXN17646827114166314,2025-11-11 20:15:31,USD,80334.05,AC65277479,AC90349749,DEPOSIT,CARD,FAILED,66.222.227.2,Delhi
TXN17646827114161999,2025-12-01 15:47:31,USD,19417.59,AC88036524,AC92224839,TRANSFER,NETBANKING,SUCCESS,29.250.168.124,Bangalore
TXN17646827114167871,2025-11-15 08:06:31,GBP,61795.82,AC65897124,AC82624206,WITHDRAW,MOBILE,FAILED,11.224.11.211,Chennai
TXN17646827114169603,2025-11-21 11:32:31,GBP,27794.96,AC31047330,AC45663939,TRANSFER,ATM,SUCCESS,38.188.115.81,Pune
TXN17646827114169179,2025-11-11 09:01:31,EUR,82643.79,AC10314767,AC89228546,PAYMENT,MOBILE,FAILED,248.220.22.225,Mumbai
TXN17646827114169716,2025-11-05 15:53:31,INR,87040.38,AC59432792,AC75921673,WITHDRAW,NETBANKING,FAILED,185.248.66.4,Chennai
TXN1764682711416533,2025-11-15 07:31:31,INR,55942.07,AC44607528,AC73030715,TRANSFER,NETBANKING,FAILED,74.158.212.171,Mumbai
TXN17646827114162612,2025-11-16 05:09:31,GBP,7052.76,AC18893745,AC81643963,PAYMENT,MOBILE,SUCCESS,218.47.249.70,Mumbai
TXN17646827114161944,2025-11-26 13:29:31,INR,76038.99,AC87347818,AC60801614,DEPOSIT,NETBANKING,FAILED,163.206.5.83,Delhi
TXN17646827114167455,2025-11-16 17:27:31,USD,44292.78,AC56774598,AC14847117,DEPOSIT,ATM,SUCCESS,4.137.162.155,Chennai
TXN17646827114167847,2025-11-29 06:41:31,EUR,74987.56,AC86746676,AC36617236,DEPOSIT,MOBILE,SUCCESS,74.141.99.195,Hyderabad
TXN17646827114164118,2025-11-11 04:40:31,GBP,80705.04,AC22625796,AC89358724,PAYMENT,ATM,SUCCESS,53.58.119.121,Bangalore
TXN17646827114167467,2025-11-12 02:26:31,EUR,57825.68,AC99124811,AC14488876,WITHDRAW,NETBANKING,PENDING,244.152.74.23,Bangalore
TXN17646827114164743,2025-11-22 09:54:31,USD,59449.38,AC71497870,AC25210996,TRANSFER,ATM,FAILED,113.115.16.112,Hyderabad
TXN17646827114165289,2025-11-16 00:10:31,USD,84620.88,AC17238684,AC10397671,PAYMENT,NETBANKING,FAILED,136.243.194.83,Delhi
TXN17646827114161288,2025-11-21 09:50:31,EUR,80988.02,AC51083888,AC29539944,WITHDRAW,ATM,FAILED,82.214.82.225,Delhi
TXN17646827114161381,2025-11-15 03:16:31,INR,87511.51,AC72997411,AC94589705,PAYMENT,MOBILE,FAILED,11.186.230.30,Hyderabad
TXN17646827114167567,2025-11-26 06:13:31,USD,18432.93,AC99878469,AC89648583,PAYMENT,MOBILE,FAILED,13.133.132.125,Mumbai
TXN17646827114168215,2025-11-07 01:18:31,GBP,28395.06,AC65683743,AC43315488,PAYMENT,NETBANKING,PENDING,74.152.226.132,Pune
TXN17646827114163498,2025-11-05 15:31:31,GBP,2865.38,AC57330575,AC91316271,TRANSFER,MOBILE,FAILED,191.52.100.194,Pune
TXN17646827114164945,2025-11-24 02:15:31,USD,81998.48,AC84461274,AC62110421,WITHDRAW,ATM,FAILED,226.116.170.96,Delhi
TXN17646827114161269,2025-11-07 10:48:31,EUR,13541.32,AC33021343,AC19886166,PAYMENT,NETBANKING,FAILED,71.94.17.29,Chennai
TXN17646827114164784,2025-11-03 21:40:31,EUR,87526.33,AC86354256,AC65737702,DEPOSIT,CARD,SUCCESS,144.228.176.71,Pune
TXN17646827114164483,2025-11-24 02:44:31,INR,70350.81,AC90532629,AC33836689,TRANSFER,NETBANKING,FAILED,153.204.113.218,Hyderabad
TXN17646827114167427,2025-11-14 03:35:31,USD,20271.77,AC92963199,AC53031035,DEPOSIT,MOBILE,PENDING,142.121.156.248,Chennai
TXN17646827114162233,2025-11-07 10:10:31,INR,4889.0,AC18084352,AC69957085,DEPOSIT,NETBANKING,FAILED,127.6.39.225,Chennai
TXN17646827114175454,2025-11-14 23:06:31,GBP,80331.43,AC15754011,AC99011628,DEPOSIT,NETBANKING,FAILED,221.64.61.173,Hyderabad
TXN17646827114178337,2025-11-20 11:10:31,INR,52909.54,AC78662390,AC99659272,DEPOSIT,ATM,FAILED,4.121.96.178,Bangalore
TXN17646827114171378,2025-11-11 21:30:31,GBP,31088.79,AC73489081,AC25344621,TRANSFER,CARD,SUCCESS,120.227.106.110,Delhi
TXN17646827114173869,2025-11-06 11:35:31,USD,4430.34,AC28032581,AC11972221,TRANSFER,NETBANKING,SUCCESS,223.157.55.41,Bangalore
TXN17646827114171076,2025-11-10 06:04:31,GBP,25341.58,AC31701438,AC89222572,DEPOSIT,NETBANKING,FAILED,122.143.146.111,Chennai
TXN17646827114175148,2025-11-06 19:04:31,EUR,14167.64,AC99543819,AC34499903,PAYMENT,CARD,PENDING,184.86.99.79,Bangalore
TXN17646827114173166,2025-11-09 16:47:31,USD,18151.87,AC40691397,AC35731899,DEPOSIT,NETBANKING,SUCCESS,24.20.200.110,Pune
TXN17646827114178733,2025-11-17 08:06:31,USD,34455.74,AC15436469,AC31962120,WITHDRAW,MOBILE,SUCCESS,66.97.203.90,Delhi
TXN176468271141747,2025-11-07 03:19:31,GBP,61011.17,AC92633274,AC19954033,TRANSFER,MOBILE,PENDING,186.51.213.86,Mumbai
TXN17646827114176992,2025-11-14 00:43:31,EUR,87323.37,AC82678861,AC65041366,DEPOSIT,NETBANKING,SUCCESS,14.175.193.61,Delhi
TXN1764682711417417,2025-11-28 19:41:31,USD,13503.31,AC67878803,AC29024647,DEPOSIT,ATM,SUCCESS,213.171.31.79,Hyderabad
TXN17646827114176747,2025-11-11 08:05:31,EUR,5760.24,AC52591924,AC73296890,WITHDRAW,NETBANKING,SUCCESS,248.9.165.244,Delhi
TXN17646827114177673,2025-11-25 01:18:31,GBP,25709.17,AC39216801,AC84922882,TRANSFER,NETBANKING,SUCCESS,109.125.114.90,Chennai
TXN17646827114172433,2025-11-22 04:36:31,EUR,66580.54,AC45366007,AC98556371,DEPOSIT,ATM,SUCCESS,103.231.132.255,Delhi
TXN17646827114173325,2025-11-27 22:42:31,USD,54793.75,AC95523367,AC88877405,DEPOSIT,MOBILE,SUCCESS,133.168.168.183,Bangalore
TXN17646827114173316,2025-11-11 12:36:31,USD,39512.63,AC81197717,AC94768477,WITHDRAW,NETBANKING,FAILED,76.163.196.56,Mumbai
TXN17646827114176435,2025-11-03 07:52:31,INR,20884.53,AC65329530,AC74733443,WITHDRAW,CARD,FAILED,161.220.99.159,Delhi
TXN17646827114175686,2025-12-01 14:02:31,GBP,3076.07,AC43768361,AC10674847,PAYMENT,MOBILE,FAILED,209.165.214.254,Chennai
TXN17646827114176857,2025-11-18 08:49:31,INR,41241.19,AC95289738,AC55437599,PAYMENT,NETBANKING,SUCCESS,183.152.211.81,Mumbai
TXN17646827114174511,2025-11-19 06:16:31,INR,82220.8,AC57884044,AC36011094,TRANSFER,ATM,SUCCESS,21.234.71.15,Pune
TXN1764682711417233,2025-11-22 08:25:31,EUR,75802.58,AC80973907,AC54393716,PAYMENT,MOBILE,PENDING,77.57.130.249,Mumbai
TXN17646827114172787,2025-11-06 23:46:31,GBP,74111.59,AC18969256,AC13557919,TRANSFER,CARD,SUCCESS,153.179.67.240,Hyderabad
TXN17646827114175259,2025-11-03 11:54:31,GBP,45932.63,AC87744108,AC20367900,PAYMENT,MOBILE,SUCCESS,247.119.175.33,Delhi
TXN17646827114179071,2025-11-30 16:48:31,USD,36917.68,AC37815233,AC28252111,PAYMENT,CARD,FAILED,239.117.200.188,Mumbai
TXN17646827114173036,2025-11-07 13:15:31,GBP,33000.0,AC51263127,AC28695243,TRANSFER,NETBANKING,FAILED,20.20.114.143,Hyderabad
TXN17646827114175995,2025-11-27 14:00:31,EUR,49840.74,AC96795117,AC86420650,PAYMENT,MOBILE,FAILED,250.205.147.25,Chennai
TXN17646827114173503,2025-11-09 15:24:31,USD,56328.54,AC80922670,AC35729795,DEPOSIT,ATM,SUCCESS,48.221.188.156,Pune
TXN17646827114174629,2025-11-23 21:45:31,GBP,52360.5,AC53759793,AC60261095,WITHDRAW,NETBANKING,SUCCESS,81.62.246.151,Pune
TXN17646827114177527,2025-11-08 16:44:31,GBP,89410.33,AC79458624,AC19801100,TRANSFER,ATM,PENDING,228.83.218.89,Pune
TXN17646827114179179,2025-11-04 20:38:31,USD,13541.75,AC61909580,AC42662765,DEPOSIT,MOBILE,PENDING,31.160.19.157,Mumbai
TXN17646827114172046,2025-11-22 11:12:31,USD,11531.06,AC77825609,AC50988708,PAYMENT,NETBANKING,PENDING,11.58.138.236,Hyderabad
TXN17646827114172430,2025-11-25 23:33:31,INR,46044.9,AC43932914,AC54995438,PAYMENT,MOBILE,SUCCESS,236.194.169.15,Bangalore
TXN17646827114172281,2025-11-03 08:57:31,INR,37673.05,AC46956350,AC57521141,PAYMENT,MOBILE,SUCCESS,139.104.112.44,Bangalore
TXN17646827114176820,2025-11-26 10:30:31,USD,26532.18,AC93830827,AC80861829,WITHDRAW,NETBANKING,FAILED,81.161.47.200,Pune
TXN17646827114178427,2025-11-26 22:02:31,INR,7275.81,AC12011192,AC46523960,PAYMENT,NETBANKING,SUCCESS,230.221.32.171,Pune
TXN17646827114176126,2025-11-18 02:51:31,EUR,86489.26,AC29900255,AC24785082,TRANSFER,ATM,SUCCESS,253.191.217.123,Pune
TXN17646827114174084,2025-11-30 16:01:31,INR,60373.5,AC91516755,AC35848346,PAYMENT,CARD,FAILED,127.18.172.242,Mumbai
TXN17646827114176847,2025-11-30 22:34:31,EUR,69750.55,AC53161814,AC77527191,PAYMENT,MOBILE,PENDING,150.172.116.211,Pune
TXN17646827114174526,2025-12-01 07:08:31,EUR,35914.57,AC44513102,AC40133338,DEPOSIT,ATM,SUCCESS,240.252.167.170,Bangalore
TXN17646827114171389,2025-11-28 00:22:31,EUR,50194.92,AC97253123,AC80683963,PAYMENT,NETBANKING,PENDING,168.26.22.215,Bangalore
TXN17646827114174180,2025-11-18 21:10:31,INR,40818.07,AC26837934,AC28605156,PAYMENT,NETBANKING,FAILED,125.132.241.239,Bangalore
TXN17646827114179917,2025-11-29 01:37:31,GBP,79185.62,AC80730988,AC75462772,DEPOSIT,ATM,PENDING,176.80.87.95,Mumbai
TXN17646827114172894,2025-11-13 03:19:31,USD,31912.18,AC61141410,AC62354809,WITHDRAW,CARD,SUCCESS,195.22.59.177,Delhi
TXN17646827114179113,2025-11-30 03:10:31,EUR,58371.69,AC67971911,AC63813424,DEPOSIT,CARD,FAILED,210.29.222.101,Delhi
TXN17646827114179722,2025-11-23 18:25:31,INR,58302.91,AC17699789,AC79225268,TRANSFER,CARD,PENDING,154.79.247.30,Chennai
TXN17646827114178003,2025-11-15 07:39:31,EUR,66923.81,AC10539614,AC58622579,PAYMENT,CARD,SUCCESS,92.38.82.166,Bangalore
TXN17646827114177003,2025-11-03 02:43:31,EUR,78228.35,AC85428803,AC93134840,TRANSFER,MOBILE,PENDING,3.11.178.172,Hyderabad
TXN17646827114176252,2025-11-25 22:23:31,GBP,14021.8,AC70808856,AC40074244,WITHDRAW,CARD,PENDING,221.18.75.61,Hyderabad
TXN17646827114178362,2025-11-21 23:08:31,USD,80796.63,AC86636265,AC88389881,WITHDRAW,ATM,PENDING,216.143.162.17,Pune
TXN17646827114173801,2025-11-20 11:10:31,USD,25999.31,AC79122788,AC26658561,TRANSFER,NETBANKING,FAILED,183.48.249.37,Mumbai
TXN17646827114179354,2025-11-16 11:14:31,EUR,56890.03,AC39445965,AC65136895,DEPOSIT,MOBILE,SUCCESS,201.131.215.239,Chennai
TXN17646827114172517,2025-11-05 03:17:31,GBP,73891.0,AC41999329,AC25666181,PAYMENT,CARD,FAILED,34.247.24.22,Mumbai
TXN17646827114178823,2025-11-16 14:52:31,GBP,9189.49,AC98829665,AC51587517,WITHDRAW,MOBILE,PENDING,148.128.59.30,Chennai
TXN17646827114171466,2025-11-10 20:21:31,INR,67686.14,AC19164343,AC59413762,DEPOSIT,ATM,FAILED,183.14.45.11,Pune
TXN17646827114171348,2025-11-19 09:12:31,USD,24608.52,AC26891409,AC56523813,PAYMENT,ATM,PENDING,246.225.49.233,Bangalore
TXN17646827114172079,2025-11-05 12:05:31,INR,35417.59,AC70221837,AC53272045,WITHDRAW,NETBANKING,SUCCESS,150.73.143.133,Chennai
TXN17646827114174535,2025-11-05 10:59:31,INR,47085.73,AC98934835,AC82003251,DEPOSIT,NETBANKING,SUCCESS,161.246.31.114,Pune
TXN17646827114172598,2025-11-11 11:34:31,GBP,27089.91,AC20166304,AC44604374,PAYMENT,MOBILE,SUCCESS,225.44.75.217,Mumbai
TXN17646827114174040,2025-11-19 08:18:31,GBP,19229.45,AC42955939,AC82861033,PAYMENT,NETBANKING,PENDING,205.122.167.97,Bangalore
TXN17646827114176863,2025-11-04 14:28:31,USD,40016.09,AC91852310,AC32051168,WITHDRAW,ATM,SUCCESS,173.43.71.224,Mumbai
TXN17646827114177547,2025-11-06 11:55:31,GBP,68769.45,AC86336199,AC38433438,DEPOSIT,NETBANKING,SUCCESS,252.163.26.175,Delhi
TXN1764682711417151,2025-11-06 17:22:31,GBP,64685.7,AC60920287,AC55929462,PAYMENT,NETBANKING,PENDING,202.79.199.126,Hyderabad
TXN17646827114176290,2025-11-09 08:48:31,INR,8416.31,AC36801914,AC95216300,PAYMENT,ATM,PENDING,14.105.176.2,Mumbai
TXN17646827114177026,2025-12-02 02:39:31,USD,34022.07,AC99590781,AC78906585,DEPOSIT,MOBILE,PENDING,107.47.154.50,Pune
TXN17646827114178003,2025-11-17 11:40:31,USD,1530.26,AC60355820,AC50771418,TRANSFER,MOBILE,SUCCESS,110.176.35.180,Mumbai
TXN17646827114178505,2025-11-08 08:57:31,INR,42076.85,AC94699961,AC52606268,DEPOSIT,ATM,SUCCESS,187.178.54.108,Hyderabad
TXN17646827114175711,2025-11-24 15:43:31,GBP,14344.51,AC23819700,AC94509642,DEPOSIT,NETBANKING,SUCCESS,102.67.220.186,Chennai
TXN17646827114171087,2025-11-05 19:07:31,INR,30850.0,AC53542764,AC89743295,TRANSFER,ATM,SUCCESS,125.167.78.213,Bangalore
TXN17646827114176255,2025-11-27 18:19:31,INR,68868.13,AC88823775,AC57245194,WITHDRAW,CARD,SUCCESS,175.224.119.236,Pune
TXN17646827114172601,2025-11-16 10:50:31,INR,2584.72,AC45438750,AC60391617,WITHDRAW,NETBANKING,PENDING,208.181.158.66,Hyderabad
TXN17646827114176541,2025-11-04 17:33:31,EUR,25390.97,AC24631670,AC59647317,TRANSFER,MOBILE,SUCCESS,173.5.58.107,Chennai
TXN17646827114173990,2025-11-19 17:16:31,INR,48361.39,AC13741334,AC66835589,DEPOSIT,MOBILE,PENDING,209.44.197.17,Delhi
TXN17646827114178118,2025-11-21 16:33:31,INR,35559.02,AC25424094,AC22542155,PAYMENT,MOBILE,PENDING,10.144.153.64,Mumbai
TXN17646827114175631,2025-11-07 08:14:31,INR,48524.22,AC43391328,AC51869988,WITHDRAW,ATM,SUCCESS,193.29.64.93,Chennai
TXN17646827114177297,2025-11-09 07:18:31,USD,73733.59,AC71288303,AC75920261,DEPOSIT,CARD,FAILED,129.68.84.9,Hyderabad
TXN17646827114173043,2025-11-19 18:59:31,GBP,51048.77,AC54898002,AC84487816,DEPOSIT,MOBILE,SUCCESS,55.176.184.188,Delhi
TXN1764682711417199,2025-11-27 15:05:31,USD,70442.67,AC56549631,AC44716299,DEPOSIT,ATM,FAILED,149.94.138.99,Mumbai
TXN17646827114176151,2025-11-18 19:38:31,USD,79216.15,AC85713369,AC90187641,DEPOSIT,CARD,SUCCESS,97.30.128.242,Bangalore
TXN17646827114176755,2025-11-14 12:35:31,EUR,58000.87,AC35337795,AC37323131,PAYMENT,CARD,FAILED,68.135.60.23,Chennai
TXN17646827114175427,2025-11-24 22:53:31,USD,35669.56,AC11726917,AC14321690,WITHDRAW,CARD,FAILED,11.44.158.77,Hyderabad
TXN17646827114178279,2025-11-17 06:06:31,USD,55360.35,AC37816602,AC10051373,WITHDRAW,ATM,FAILED,170.33.50.184,Pune
TXN17646827114173479,2025-11-08 22:20:31,GBP,72872.73,AC98891025,AC17977100,TRANSFER,NETBANKING,SUCCESS,19.139.33.137,Chennai
TXN17646827114171442,2025-11-05 00:59:31,EUR,20370.16,AC34802463,AC98151279,PAYMENT,NETBANKING,SUCCESS,1.79.55.135,Hyderabad
TXN17646827114171932,2025-11-09 15:25:31,GBP,47007.74,AC96236344,AC63733447,DEPOSIT,NETBANKING,PENDING,10.16.229.136,Delhi
TXN17646827114178638,2025-11-23 21:34:31,USD,48074.25,AC97130502,AC32069267,PAYMENT,CARD,FAILED,55.33.157.194,Hyderabad
TXN17646827114173323,2025-11-26 07:07:31,EUR,76647.39,AC39310198,AC77214358,TRANSFER,CARD,SUCCESS,126.5.248.196,Chennai
TXN1764682711417797,2025-11-26 23:30:31,INR,45770.2,AC51954993,AC39909612,WITHDRAW,ATM,SUCCESS,41.171.63.26,Bangalore
TXN1764682711418168,2025-11-21 09:29:31,GBP,9171.19,AC28827799,AC51293991,PAYMENT,NETBANKING,SUCCESS,155.21.157.36,Pune
TXN1764682711418279,2025-11-21 22:20:31,USD,10887.12,AC35153938,AC29007328,TRANSFER,NETBANKING,FAILED,88.199.121.201,Chennai
TXN17646827114185452,2025-11-06 17:32:31,EUR,12303.04,AC26754688,AC98875362,TRANSFER,CARD,PENDING,214.152.179.113,Delhi
TXN17646827114183412,2025-11-11 04:20:31,GBP,43841.07,AC32986077,AC44354798,WITHDRAW,NETBANKING,SUCCESS,233.217.24.178,Chennai
TXN17646827114187679,2025-11-09 04:15:31,INR,59132.39,AC43662790,AC99677130,PAYMENT,CARD,FAILED,159.13.29.245,Hyderabad
TXN17646827114185096,2025-11-03 01:13:31,INR,83787.47,AC98204399,AC63381530,PAYMENT,CARD,PENDING,119.205.8.32,Delhi
TXN17646827114183507,2025-11-24 16:50:31,USD,41821.58,AC14491346,AC73443138,TRANSFER,ATM,PENDING,14.233.67.97,Bangalore
TXN17646827114181678,2025-11-03 03:09:31,GBP,15832.98,AC86279480,AC96286032,PAYMENT,ATM,FAILED,0.255.143.139,Bangalore
TXN17646827114187605,2025-11-14 23:37:31,USD,42468.04,AC13735953,AC79277764,TRANSFER,MOBILE,FAILED,191.202.212.195,Mumbai
TXN17646827114182721,2025-11-05 22:20:31,EUR,30030.5,AC18055862,AC75968497,DEPOSIT,ATM,PENDING,165.0.166.156,Pune
TXN1764682711418926,2025-11-08 11:58:31,INR,63692.94,AC72191870,AC68524717,PAYMENT,NETBANKING,PENDING,149.219.78.85,Delhi
TXN17646827114182592,2025-11-08 23:44:31,GBP,34571.49,AC75969443,AC68358371,DEPOSIT,CARD,SUCCESS,163.13.119.63,Hyderabad
TXN17646827114187606,2025-11-12 08:04:31,USD,68832.73,AC54339264,AC18054999,TRANSFER,ATM,SUCCESS,112.39.255.66,Hyderabad
TXN17646827114185568,2025-12-02 08:58:31,EUR,88685.71,AC33150486,AC21855640,TRANSFER,CARD,FAILED,229.163.179.242,Bangalore
TXN17646827114183459,2025-11-12 14:25:31,EUR,79690.55,AC66955879,AC52206456,DEPOSIT,MOBILE,FAILED,25.217.72.219,Hyderabad
TXN17646827114185222,2025-11-27 17:25:31,GBP,59089.55,AC42292485,AC81486362,TRANSFER,CARD,FAILED,117.235.101.174,Chennai
TXN17646827114181409,2025-11-27 14:28:31,INR,5011.27,AC17690697,AC41997753,DEPOSIT,MOBILE,PENDING,163.126.213.196,Delhi
TXN17646827114187290,2025-11-24 11:12:31,USD,48240.73,AC49650718,AC96051537,DEPOSIT,CARD,FAILED,4.163.224.162,Delhi
TXN17646827114187221,2025-11-24 04:38:31,USD,57417.82,AC43748545,AC51731376,PAYMENT,NETBANKING,PENDING,41.226.72.53,Bangalore
TXN17646827114185988,2025-11-25 16:41:31,USD,84881.25,AC42517030,AC99005793,TRANSFER,NETBANKING,PENDING,7.164.43.215,Chennai
TXN17646827114185498,2025-11-23 19:28:31,INR,73055.05,AC43808542,AC70250242,TRANSFER,MOBILE,SUCCESS,115.12.238.80,Pune
TXN17646827114186021,2025-12-01 00:12:31,INR,60899.63,AC67442210,AC85725191,PAYMENT,NETBANKING,SUCCESS,167.144.33.248,Bangalore
TXN17646827114186810,2025-11-27 21:51:31,INR,4144.79,AC84153012,AC70992144,WITHDRAW,MOBILE,FAILED,10.56.191.68,Bangalore
TXN17646827114186118,2025-11-04 17:14:31,INR,69673.98,AC18723621,AC26304269,TRANSFER,MOBILE,FAILED,4.87.148.218,Bangalore
TXN17646827114185516,2025-11-06 00:27:31,GBP,61739.88,AC29567142,AC34432819,WITHDRAW,ATM,PENDING,4.170.114.65,Chennai
TXN17646827114186217,2025-11-03 18:41:31,GBP,43331.35,AC55349325,AC95442068,PAYMENT,MOBILE,PENDING,61.13.89.172,Bangalore
TXN17646827114183033,2025-11-14 18:17:31,INR,42298.62,AC21604510,AC30230308,TRANSFER,CARD,SUCCESS,113.212.155.210,Mumbai
TXN17646827114187729,2025-11-11 22:14:31,INR,65304.29,AC82665878,AC57042926,TRANSFER,MOBILE,PENDING,19.124.151.153,Chennai
TXN17646827114188746,2025-11-28 17:46:31,EUR,82253.26,AC66189029,AC66972253,PAYMENT,NETBANKING,FAILED,21.249.82.96,Bangalore
TXN17646827114182368,2025-11-29 14:55:31,USD,68113.09,AC97541665,AC97778745,TRANSFER,MOBILE,PENDING,213.233.94.108,Delhi
TXN17646827114188002,2025-11-20 07:45:31,EUR,59440.34,AC59261562,AC20901263,WITHDRAW,ATM,FAILED,85.148.176.201,Bangalore
TXN17646827114185885,2025-11-25 05:38:31,USD,67613.24,AC23108480,AC17942250,PAYMENT,ATM,PENDING,73.74.224.176,Mumbai
TXN17646827114183535,2025-11-23 15:43:31,USD,20725.59,AC33582731,AC18005861,WITHDRAW,MOBILE,SUCCESS,227.182.211.154,Delhi
TXN17646827114182784,2025-11-29 08:23:31,USD,15857.14,AC47088428,AC62396828,TRANSFER,ATM,PENDING,243.20.26.35,Chennai
TXN17646827114183807,2025-12-01 15:14:31,USD,84005.43,AC49358095,AC79960284,TRANSFER,MOBILE,PENDING,220.61.57.154,Mumbai
TXN17646827114187121,2025-11-08 10:40:31,INR,1113.3,AC81992511,AC23271619,PAYMENT,CARD,FAILED,107.17.64.49,Hyderabad
TXN1764682711418988,2025-12-01 18:32:31,USD,3737.08,AC16100638,AC50511726,PAYMENT,ATM,SUCCESS,162.222.106.79,Bangalore
TXN17646827114186131,2025-11-04 13:05:31,GBP,87192.06,AC27687075,AC21234045,PAYMENT,NETBANKING,SUCCESS,38.195.190.112,Mumbai
TXN17646827114188849,2025-11-13 07:19:31,USD,15406.39,AC14099516,AC13228024,DEPOSIT,CARD,SUCCESS,30.25.151.143,Mumbai
TXN17646827114189571,2025-11-15 02:28:31,EUR,6387.85,AC57695098,AC96891062,WITHDRAW,CARD,SUCCESS,46.86.14.209,Delhi
TXN17646827114185996,2025-11-26 17:33:31,GBP,53576.36,AC10657835,AC61614679,PAYMENT,MOBILE,PENDING,127.221.184.144,Pune
TXN17646827114183170,2025-11-17 21:39:31,INR,23482.87,AC64095872,AC93247354,DEPOSIT,MOBILE,SUCCESS,173.105.97.63,Delhi
TXN1764682711418575,2025-11-15 11:49:31,GBP,63725.51,AC18607032,AC30000085,WITHDRAW,ATM,PENDING,160.194.116.45,Bangalore
TXN17646827114181334,2025-11-29 22:17:31,GBP,30989.47,AC51360323,AC67969590,TRANSFER,NETBANKING,FAILED,55.74.71.78,Chennai
TXN17646827114186503,2025-11-29 21:19:31,EUR,11954.45,AC94371956,AC48521113,PAYMENT,CARD,SUCCESS,219.57.31.238,Delhi
TXN17646827114185484,2025-11-29 02:05:31,GBP,83312.15,AC27124854,AC51485372,DEPOSIT,CARD,FAILED,29.251.159.232,Delhi
TXN17646827114187311,2025-11-13 15:38:31,EUR,63896.91,AC68594981,AC21222762,DEPOSIT,MOBILE,SUCCESS,196.213.104.244,Pune
TXN17646827114189766,2025-11-15 23:22:31,GBP,22615.91,AC91437242,AC98070733,DEPOSIT,CARD,SUCCESS,117.128.28.252,Delhi
TXN17646827114181619,2025-11-06 08:34:31,USD,83378.55,AC72368558,AC57777874,WITHDRAW,ATM,SUCCESS,17.196.154.202,Hyderabad
TXN17646827114185870,2025-11-07 05:29:31,EUR,66498.79,AC61054373,AC43312435,WITHDRAW,CARD,FAILED,231.75.96.118,Mumbai
TXN17646827114188880,2025-11-17 01:39:31,EUR,48183.16,AC25966890,AC79708531,TRANSFER,ATM,PENDING,47.63.197.216,Bangalore
